team1,team2,team1_elo_before,team2_elo_before,elo_diff_before,expected_team1_win,goal_margin_factor,team1_elo_after,team2_elo_after,elo_change_team1,elo_change_team2,result_numeric
Greece,Nigeria,1488.0248405273533,1473.3286441182456,14.696196409107642,0.5211369221077201,0.34657359027997264,1494.663292373659,1466.6901922719398,6.63845184630577,-6.63845184630577,1
France,Mexico,1900.4702808657198,1615.8296413721116,284.6406394936082,0.8373338933663337,0.5493061443340549,1882.0721747663085,1634.227747471523,-18.39810609941128,18.39810609941128,-1
Spain,Switzerland,1847.0816436448133,1609.8098348191131,237.2718088257002,0.7967082358790493,0.34657359027997264,1836.0369222962443,1620.8545561676822,-11.044721348569055,11.044721348569055,-1
Côte d'Ivoire,Portugal,1475.7075500257833,1733.6183184514896,-257.91076842570624,0.18472553015092405,0.0,1475.7075500257833,1733.6183184514896,0.0,0.0,0
Netherlands,Denmark,1811.0580171666918,1595.8920404726593,215.16597669403245,0.7753193461340272,0.5493061443340549,1815.9947557139546,1590.9553019253965,4.936738547262848,-4.936738547262848,1
Germany,Australia,1768.7107762210417,1532.425508669415,236.2852675516267,0.7957868929999724,0.8047189562170501,1775.2841425534777,1525.8521423369789,6.5733663324360805,-6.5733663324360805,1
Korea Republic,Greece,1561.6060275186433,1494.663292373659,66.94273514498423,0.595163616677448,0.5493061443340549,1570.5011920310055,1485.7681278612968,8.895164512362271,-8.895164512362271,1
Argentina,Nigeria,1850.7334624273426,1466.6901922719398,384.04327015540275,0.9012090075325699,0.34657359027997264,1852.102996385213,1465.3206583140695,1.369533957870317,-1.369533957870317,1
Uruguay,France,1704.8418041614325,1882.0721747663085,-177.23037060487604,0.26498454484815404,0.0,1704.8418041614325,1882.0721747663085,0.0,0.0,0
Italy,France,1720.947463236641,1882.0721747663085,-161.1247115296676,0.28343047998705784,0.0,1720.947463236641,1882.0721747663085,0.0,0.0,0
Germany,Portugal,1775.2841425534777,1733.6183184514896,41.665824101988164,0.5596761326737048,0.5493061443340549,1784.9590467862483,1723.943414218719,9.674904232770587,-9.674904232770587,1
Portugal,France,1723.943414218719,1882.0721747663085,-158.12876054758954,0.28694616206983603,0.34657359027997264,1719.965495754495,1886.0500932305326,-3.9779184642241034,3.9779184642241034,-1
Germany,Italy,1784.9590467862483,1720.947463236641,64.0115835496074,0.5910917131878339,0.5493061443340549,1771.9714343894875,1733.9350756334018,-12.987612396760824,12.987612396760824,-1
England,Portugal,1774.471689051548,1719.965495754495,54.50619329705319,0.5778034683847288,0.0,1774.471689051548,1719.965495754495,0.0,0.0,0
Brazil,France,1765.4819065763609,1886.0500932305326,-120.56818665417177,0.3331335649178195,0.34657359027997264,1760.8636947509074,1890.6683050559861,-4.6182118254535,4.6182118254535,-1
Germany,Argentina,1771.9714343894875,1852.102996385213,-80.1315619957254,0.3866835561153318,0.0,1771.9714343894875,1852.102996385213,0.0,0.0,0
Italy,Ukraine,1733.9350756334018,1554.94,178.9950756334017,0.7369892659190451,0.6931471805599453,1741.2272815848103,1547.6477940485915,7.292205951408505,-7.292205951408505,1
Spain,France,1836.0369222962443,1890.6683050559861,-54.63138275974188,0.42202074171897014,0.5493061443340549,1826.7641788377384,1899.941048514492,-9.272743458505829,9.272743458505829,-1
Italy,Australia,1741.2272815848103,1525.8521423369789,215.37513924783138,0.7755290188584019,0.34657359027997264,1744.3391101387267,1522.7403137830624,3.111828553916439,-3.111828553916439,1
Switzerland,Ukraine,1620.8545561676822,1547.6477940485915,73.20676211909063,0.6038210791425679,0.0,1620.8545561676822,1547.6477940485915,0.0,0.0,0
England,Ecuador,1774.471689051548,1556.6547295859477,217.81695946560035,0.7779665029244622,0.34657359027997264,1777.5497269013035,1553.5766917361923,3.0780378497554466,-3.0780378497554466,1
Portugal,Netherlands,1719.965495754495,1815.9947557139546,-96.02925995945975,0.3652176154133904,0.34657359027997264,1728.7654481574014,1807.1948033110482,8.799952402906456,-8.799952402906456,1
Germany,Sweden,1771.9714343894875,1564.5330420949633,207.4383922945242,0.7674755737423127,0.5493061443340549,1777.0805182315314,1559.4239582529194,5.109083842043901,-5.109083842043901,1
Argentina,Mexico,1852.102996385213,1634.227747471523,217.87524891369003,0.7780244570729576,0.34657359027997264,1855.1802308198758,1631.15051303686,3.0772344346628415,-3.0772344346628415,1
Switzerland,Korea Republic,1620.8545561676822,1570.5011920310055,50.353364136676646,0.5719611884628639,0.5493061443340549,1630.259530135314,1561.0962180633737,9.404973967631804,-9.404973967631804,1
Japan,Brazil,1647.0470617797528,1760.8636947509074,-113.8166329711546,0.3418229160478749,0.6931471805599453,1637.5697181593782,1770.341038371282,-9.47734362037454,9.47734362037454,-1
Croatia,Australia,1702.43477678221,1522.7403137830624,179.69446299914762,0.7377689045661308,0.0,1702.43477678221,1522.7403137830624,0.0,0.0,0
Portugal,Mexico,1728.7654481574014,1631.15051303686,97.6149351205413,0.6368959199442336,0.34657359027997264,1733.7991395442107,1626.1168216500507,5.033691386809323,-5.033691386809323,1
Netherlands,Argentina,1807.1948033110482,1855.1802308198758,-47.98542750882757,0.4313791844946873,0.0,1807.1948033110482,1855.1802308198758,0.0,0.0,0
Ecuador,Germany,1553.5766917361923,1777.0805182315314,-223.50382649533913,0.21643030240679528,0.6931471805599453,1547.575969580152,1783.0812403875716,-6.000722156040183,6.000722156040183,-1
Sweden,England,1559.4239582529194,1777.5497269013035,-218.1257686483841,0.22172658735573203,0.0,1559.4239582529194,1777.5497269013035,0.0,0.0,0
Japan,Croatia,1637.5697181593782,1702.43477678221,-64.86505862283184,0.4077213376159913,0.0,1637.5697181593782,1702.43477678221,0.0,0.0,0
Brazil,Australia,1770.341038371282,1522.7403137830624,247.60072458821946,0.8061686235784825,0.5493061443340549,1774.5999490126046,1518.4814031417397,4.2589106413227,-4.2589106413227,1
France,Korea Republic,1899.941048514492,1561.0962180633737,338.84483045111824,0.8755063439482889,0.0,1899.941048514492,1561.0962180633737,0.0,0.0,0
Portugal,IR Iran,1733.7991395442107,1636.4015678814255,97.39757166278514,0.6366065081889389,0.5493061443340549,1741.7837106587235,1628.4169967669127,7.984571114512846,-7.984571114512846,1
Netherlands,Côte d'Ivoire,1807.1948033110482,1475.7075500257833,331.48725328526484,0.8708161194027119,0.34657359027997264,1808.9856721632443,1473.9166811735872,1.7908688521961267,-1.7908688521961267,1
Spain,Ukraine,1826.7641788377384,1547.6477940485915,279.1163847891469,0.8329559301778696,0.8047189562170501,1832.141120018119,1542.270852868211,5.376941180380527,-5.376941180380527,1
Germany,Poland,1783.0812403875716,1503.971133473879,279.11010691369256,0.8329509018139034,0.34657359027997264,1785.397032616027,1501.6553412454236,2.3157922284553933,-2.3157922284553933,1
France,Switzerland,1899.941048514492,1630.259530135314,269.681518379178,0.825261770388925,0.0,1899.941048514492,1630.259530135314,0.0,0.0,0
Brazil,Croatia,1774.5999490126046,1702.43477678221,72.16517223039455,0.6023858500895821,0.34657359027997264,1780.1120515518276,1696.9226742429871,5.512102539222951,-5.512102539222951,1
Australia,Japan,1518.4814031417397,1637.5697181593782,-119.08831501763848,0.33502875230067336,0.5493061443340549,1533.0923148284087,1622.9588064727093,14.610911686668942,-14.610911686668942,1
Mexico,IR Iran,1626.1168216500507,1628.4169967669127,-2.300175116861965,0.4966898302770301,0.5493061443340549,1637.1756763994365,1617.358142017527,11.058854749385773,-11.058854749385773,1
Argentina,Côte d'Ivoire,1855.1802308198758,1473.9166811735872,381.26354964628854,0.8997752111339079,0.34657359027997264,1856.5696414163708,1472.5272705770922,1.389410596495054,-1.389410596495054,1
Poland,Ecuador,1501.6553412454236,1547.575969580152,-45.92062833472846,0.4342970461856496,0.5493061443340549,1492.1128598079872,1557.1184510175885,-9.542481437436436,9.542481437436436,-1
Germany,Brazil,1785.397032616027,1780.1120515518276,5.284981064199428,0.5076051125697286,0.5493061443340549,1774.2438083268298,1791.2652758410247,-11.15322428919717,11.15322428919717,-1
Korea Republic,Türkiye,1561.0962180633737,1537.24,23.856218063373717,0.5342780042446872,0.34657359027997264,1553.6895522178258,1544.646665845548,-7.406665845547877,7.406665845547877,-1
Brazil,Türkiye,1791.2652758410247,1544.646665845548,246.61860999547685,0.8052836729201449,0.34657359027997264,1793.9646173035126,1541.94732438306,2.699341462487837,-2.699341462487837,1
Germany,Korea Republic,1774.2438083268298,1553.6895522178258,220.55425610900397,0.7806763823929185,0.34657359027997264,1777.284279270321,1550.6490812743348,3.040470943491073,-3.040470943491073,1
Spain,Korea Republic,1832.141120018119,1550.6490812743348,281.4920387437842,0.8348500709178502,0.0,1832.141120018119,1550.6490812743348,0.0,0.0,0
Senegal,Türkiye,1632.6847012003943,1541.94732438306,90.73737681733428,0.6276915785284025,0.34657359027997264,1623.9830482420307,1550.6489773414237,-8.701652958363638,8.701652958363638,-1
England,Brazil,1777.5497269013035,1793.9646173035126,-16.41489040220904,0.4763946349061023,0.34657359027997264,1770.9454949409226,1800.5688492638935,-6.604231960380957,6.604231960380957,-1
Japan,Türkiye,1622.9588064727093,1550.6489773414237,72.3098291312856,0.6025852818838111,0.34657359027997264,1614.6052006890156,1559.0025831251173,-8.353605783693638,8.353605783693638,-1
Korea Republic,Italy,1550.6490812743348,1744.3391101387267,-193.69002886439193,0.2469455939149968,0.34657359027997264,1561.0886320420561,1733.8995593710054,10.439550767721357,-10.439550767721357,1
Brazil,Belgium,1800.5688492638935,1770.6154391711489,29.95341009274466,0.542999940411499,0.5493061443340549,1810.6101668916133,1760.574121543429,10.041317627719764,-10.041317627719764,1
Sweden,Senegal,1559.4239582529194,1623.9830482420307,-64.55908998911127,0.40814673284147046,0.34657359027997264,1553.765843110443,1629.641163384507,-5.65811514247639,5.65811514247639,-1
Denmark,England,1590.9553019253965,1770.9454949409226,-179.99019301552607,0.26190188030649336,0.6931471805599453,1583.6938399286848,1778.2069569376342,-7.26146199671166,7.26146199671166,-1
Belgium,Russia,1760.574121543429,1513.5695891603757,247.0045323830534,0.8056317795662323,0.34657359027997264,1763.2686372231115,1510.8750734806933,2.694515679682354,-2.694515679682354,1
Portugal,Korea Republic,1741.7837106587235,1561.0886320420561,180.6950786166674,0.7388817425220544,0.34657359027997264,1731.5406347267958,1571.3317079739838,-10.243075931927706,10.243075931927706,-1
Mexico,Italy,1637.1756763994365,1733.8995593710054,-96.72388297156886,0.36429111231797173,0.0,1637.1756763994365,1733.8995593710054,0.0,0.0,0
Ecuador,Croatia,1557.1184510175885,1696.9226742429871,-139.80422322539857,0.3090044296888945,0.34657359027997264,1566.6976836443996,1687.343441616176,9.579232626811063,-9.579232626811063,1
Sweden,Argentina,1553.765843110443,1856.5696414163708,-302.8037983059278,0.14892229431309975,0.0,1553.765843110443,1856.5696414163708,0.0,0.0,0
Nigeria,England,1465.3206583140695,1778.2069569376342,-312.8862986235647,0.14171498736164914,0.0,1465.3206583140695,1778.2069569376342,0.0,0.0,0
Denmark,France,1583.6938399286848,1899.941048514492,-316.24720858580713,0.13937805356027586,0.5493061443340549,1602.6036368538078,1881.031251589369,18.90979692512292,-18.90979692512292,1
Senegal,Uruguay,1629.641163384507,1704.8418041614325,-75.20064077692541,0.3934365127363583,0.0,1629.641163384507,1704.8418041614325,0.0,0.0,0
Portugal,Poland,1731.5406347267958,1492.1128598079872,239.4277749188086,0.7987109311217214,0.8047189562170501,1738.019879903021,1485.633614631762,6.479245176225277,-6.479245176225277,1
Mexico,Ecuador,1637.1756763994365,1566.6976836443996,70.4779927550369,0.6000573179859732,0.34657359027997264,1642.7200592479087,1561.1533007959274,5.544382848472196,-5.544382848472196,1
Japan,Russia,1614.6052006890156,1510.8750734806933,103.7301272083223,0.6449968136210424,0.34657359027997264,1619.526589843583,1505.953684326126,4.9213891545673505,-4.9213891545673505,1
Italy,Croatia,1733.8995593710054,1687.343441616176,46.5561177548293,0.5666014877590997,0.34657359027997264,1726.0447948961796,1695.1982060910018,-7.854764474825743,7.854764474825743,-1
Sweden,Nigeria,1553.765843110443,1465.3206583140695,88.4451847963735,0.6246028346679392,0.34657359027997264,1558.9699528452452,1460.1165485792674,5.204109734802159,-5.204109734802159,1
Argentina,England,1856.5696414163708,1778.2069569376342,78.36268447873658,0.610898805112087,0.34657359027997264,1848.1007857289533,1786.6758126250518,-8.468855687417545,8.468855687417545,-1
Denmark,Senegal,1602.6036368538078,1629.641163384507,-27.037526530699324,0.4611682282119613,0.0,1602.6036368538078,1629.641163384507,0.0,0.0,0
France,Uruguay,1881.031251589369,1704.8418041614325,176.18944742793656,0.7338467576817577,0.0,1881.031251589369,1704.8418041614325,0.0,0.0,0
Japan,Belgium,1619.526589843583,1763.2686372231115,-143.74204737952846,0.3041854259860039,0.0,1619.526589843583,1763.2686372231115,0.0,0.0,0
Korea Republic,Poland,1571.3317079739838,1485.633614631762,85.69809334222191,0.6208877281543626,0.5493061443340549,1579.6616559866738,1477.303666619072,8.32994801269001,-8.32994801269001,1
Croatia,Mexico,1695.1982060910018,1642.7200592479087,52.4781468430931,0.5749529876077135,0.34657359027997264,1687.2276652447058,1650.6906000942047,-7.9705408462959895,7.9705408462959895,-1
Brazil,Türkiye,1810.6101668916133,1559.0025831251173,251.60758376649596,0.8097473992082708,0.34657359027997264,1813.247627968273,1556.3651220484576,2.637461076659747,-2.637461076659747,1
Italy,Ecuador,1726.0447948961796,1561.1533007959274,164.8914941002522,0.7209526015002795,0.5493061443340549,1732.176092918433,1555.022002773674,6.131298022253304,-6.131298022253304,1
Argentina,Nigeria,1848.1007857289533,1460.1165485792674,387.9842371496859,0.9032104721273381,0.34657359027997264,1849.4425734960066,1458.774760812214,1.3417877670533471,-1.3417877670533471,1
England,Sweden,1786.6758126250518,1558.9699528452452,227.7058597798066,0.7876436983052376,0.0,1786.6758126250518,1558.9699528452452,0.0,0.0,0
Uruguay,Denmark,1704.8418041614325,1602.6036368538078,102.23816730762474,0.6430278342944792,0.34657359027997264,1695.9275455541767,1611.5178954610635,-8.91425860725576,8.91425860725576,-1
France,Senegal,1881.031251589369,1629.641163384507,251.39008820486197,0.809554444820863,0.34657359027997264,1869.808443970622,1640.8639710032542,-11.222807618747083,11.222807618747083,-1
